brand,model,city,km,price
2022 Hyundai,Tucson,Brossard · QC,18124.0,31985.0
2021 Volkswagen,Jetta,Saint-Hubert · QC,83126.0,23999.0
2015 Chevrolet,Trax,Saint-Hubert · QC,115103.0,16449.0
2021 Buick,Encore GX,Saint-Hubert · QC,78853.0,23999.0
2021 Nissan,Kicks,Saint-Hubert · QC,33757.0,22999.0
2019 Ford,E-Series Cutaway,Granby · QC,117500.0,49988.0
2016 Ford,C-max Energi,Pincourt · QC,148201.0,10488.0
2022 Kia,Seltos,Saint-Eustache · QC,26583.0,25994.0
2021 Hyundai,Elantra,Saint-Hubert · QC,85072.0,21999.0
2021 Nissan,Kicks,Saint-Hubert · QC,37329.0,20999.0
2018 Chevrolet,Equinox,Brossard · QC,32102.0,25985.0
2011 Volkswagen,Eos,Blainville · QC,85900.0,15987.0
2019 Honda,CR-V,Pincourt · QC,119174.0,22395.0
2021 Chrysler,Grand Caravan,Saint-Hubert · QC,87363.0,28999.0
2021 Toyota,Venza,Brossard · QC,42242.0,44775.0
2017 Hyundai,Elantra,Saint-Eustache · QC,95572.0,13997.0
2021 Toyota,RAV4,Pincourt · QC,42989.0,33990.0
2014 Volkswagen,Tiguan,Granby · QC,153000.0,10984.0
2021 Ford,EDGE,Saint-Jerome · QC,59777.0,27955.0
2021 Kia,Sportage,Saint-Hubert · QC,75681.0,26999.0
2018 Toyota,RAV4,Pincourt · QC,132489.0,19990.0
2019 Ford,Explorer,Saint-Eustache · QC,75000.0,29850.0
2013 Mazda,CX-5,Pincourt · QC,283763.0,5999.0
2022 Chevrolet,Silverado 1500 LTD,Granby · QC,29143.0,47988.0
2015 Infiniti,Q50,Pincourt · QC,156182.0,12490.0
2024 Nissan,Kicks,Saint-Hubert · QC,2889.0,26999.0
2018 Kia,Sportage,Saint-Eustache · QC,56000.0,20850.0
2020 Honda,Pilot,Notre-Dame-des-Prairies · QC,51043.0,40763.0
2014 Toyota,Prius C,Montreal · QC,202695.0,10900.0
2022 Mercedes-Benz,GLC300,Laval · QC,51093.0,49995.0
2021 Hyundai,Elantra,Saint-Hubert · QC,70225.0,22999.0
2019 Chevrolet,Trax,Granby · QC,50705.0,18988.0
2020 Kia,Forte,Saint-Hubert · QC,59070.0,20499.0
2022 Volkswagen,ID.4,Saint-Hubert · QC,28796.0,43999.0
2020 Nissan,Qashqai,Saint-Hubert · QC,71863.0,20999.0
2014 Dodge,Journey,Blainville · QC,93593.0,13987.0
2021 Volkswagen,ID.4,Saint-Hubert · QC,38440.0,41999.0
2021 Jeep,Wrangler 4xe,Saint-Eustache · QC,69000.0,43650.0
2021 Chrysler,Pacifica,Saint-Hubert · QC,87474.0,31499.0
2023 Toyota,RAV4,Pincourt · QC,17797.0,36990.0
2023 Toyota,BZ4X,Montreal · QC,4836.0,56312.0
2021 Buick,Envision,Pincourt · QC,37866.0,30621.0
2017 Dodge,Grand Caravan,Granby · QC,101158.0,16988.0
2017 Dodge,Grand Caravan,Saint-Jerome · QC,47542.0,20895.0
2022 Kia,Seltos,Saint-Jerome · QC,53392.0,27995.0
2021 Buick,Encore GX,Saint-Hubert · QC,54512.0,25949.0
2024 Toyota,BZ4X,Montreal · QC,14.0,45997.0
2020 Nissan,Sentra,Saint-Hubert · QC,42705.0,20999.0
2023 Genesis,G70,Saint-Jerome · QC,20032.0,47695.0
2018 Nissan,Versa Note,Saint-Jerome · QC,77958.0,14955.0
2015 Lexus,Rx,Saint-Hubert · QC,74470.0,24499.0
2020 Toyota,Corolla,Saint-Eustache · QC,30000.0,21495.0
2020 Toyota,C-HR,Brossard · QC,71620.0,23985.0
2024 Bmw,330,Blainville · QC,6200.0,69507.0
2020 Ford,F-150,Saint-Eustache · QC,98000.0,36450.0
2016 Honda,Civic Coupe,Saint-Hubert · QC,46744.0,19999.0
2018 Audi,A5 Sportback,Saint-Hubert · QC,114457.0,28999.0
2020 Kia,Forte,Saint-Jerome · QC,37965.0,18985.0
2022 Tesla,Model 3,Pincourt · QC,50811.0,37990.0
2016 Kia,Rio,Saint-Hubert · QC,52013.0,14999.0
2020 Kia,Soul,Saint-Jerome · QC,75052.0,17695.0
2017 Hyundai,Veloster,Saint-Hubert · QC,64617.0,20499.0
2020 Kia,Sorento,Saint-Eustache · QC,78705.0,27995.0
2018 Kia,Sportage,Saint-Jerome · QC,64453.0,20695.0
2020 Ford,Escape,Saint-Eustache · QC,51398.0,28333.0
2021 Mercedes-Benz,Sprinter 2500 Cargo 170,Laval · QC,43336.0,58995.0
2016 Dodge,Journey,Saint-Hubert · QC,106502.0,17999.0
2019 Honda,CR-V,Saint-Hubert · QC,103775.0,24499.0
2019 Gmc,TERRAIN DENALI,Pincourt · QC,101580.0,23937.0
2018 Hyundai,Elantra Gt,Saint-Hubert · QC,101180.0,17999.0
2015 Honda,Accord Sedan,Pincourt · QC,133419.0,13038.0
2020 Chrysler,Pacifica Hybrid,Saint-Eustache · QC,69948.0,43997.0
2013 Chevrolet,Volt,Saint-Hyacinthe · QC,188914.0,11991.0
2021 Mazda,CX-5,Pincourt · QC,38123.0,27477.0
2021 Kia,Forte,Saint-Hubert · QC,84732.0,22949.0
2022 Mercedes-Benz,GLC300,Laval · QC,27280.0,50995.0
2013 Nissan,Maxima,Pincourt · QC,158123.0,9499.0
2019 Honda,CR-V,Notre-Dame-des-Prairies · QC,129000.0,23949.0
2019 Chevrolet,Blazer,Pincourt · QC,111674.0,30758.0
2023 Kia,Niro EV,Saint-Jerome · QC,25.0,40525.0
2019 Subaru,Crosstrek,Pincourt · QC,75863.0,22038.0
2022 Hyundai,Venue,Saint-Eustache · QC,42269.0,21997.0
2022 Gmc,Sierra 1500,Granby · QC,42388.0,63988.0
2019 Volkswagen,Jetta,Saint-Hubert · QC,45540.0,20999.0
2019 Kia,Niro,Saint-Eustache · QC,93034.0,22995.0
2021 Ram,3500,Pincourt · QC,39391.0,52142.0
2022 Hyundai,Kona Electric,Saint-Eustache · QC,33762.0,30777.0
2020 Hyundai,Kona,Brossard · QC,109551.0,22975.0
2021 Chrysler,Pacifica,Saint-Hubert · QC,93488.0,31299.0
2012 Lexus,RX 350,Blainville · QC,83500.0,18950.0
2021 Mercedes-Benz,GLS450,Laval · QC,60378.0,80995.0
2022 Chevrolet,Camaro,Saint-Hubert · QC,55228.0,39999.0
2023 Kia,Sportage Hybrid,Saint-Jerome · QC,32265.0,40995.0
2012 Hyundai,Santa Fe,Pincourt · QC,150000.0,8299.0
2020 Bmw,X2,Pincourt · QC,23500.0,32043.0
2023 Bmw,X4,Laval · QC,20423.0,58995.0
2021 Kia,Soul,Saint-Hubert · QC,91328.0,19999.0
2018 Dodge,Grand Caravan,Saint-Hubert · QC,105194.0,23499.0
2020 Ram,1500,Granby · QC,86243.0,46988.0
2018 Acura,RDX,Saint-Hubert · QC,69862.0,25999.0
2024 Bmw,330,Blainville · QC,5800.0,69233.0
2021 Chevrolet,Trailblazer,Granby · QC,38404.0,24488.0
2018 Chevrolet,Equinox,Pincourt · QC,104100.0,19721.0
2010 Gmc,Terrain,Saint-Eustache · QC,90047.0,7997.0
2020 Ford,Fusion Energi,Pincourt · QC,93830.0,19298.0
2019 Subaru,Impreza,Saint-Hubert · QC,124005.0,18999.0
2015 Mini,Cooper Hardtop 5 Door,Pincourt · QC,99044.0,12975.0
2023 Kia,Stinger,Saint-Jerome · QC,19366.0,48695.0
2021 Volkswagen,Tiguan,Saint-Hubert · QC,94805.0,27999.0
2021 Genesis,GV80,Brossard · QC,48210.0,62485.0
2021 Nissan,Kicks,Saint-Jerome · QC,27984.0,22485.0
2019 Subaru,Crosstrek,Blainville · QC,52426.0,23487.0
2020 Honda,HR-V,Blainville · QC,68215.0,25987.0
2020 Audi,Q3,Saint-Hubert · QC,120049.0,26999.0
2019 Gmc,Terrain,Pincourt · QC,92203.0,28936.0
2017 Hyundai,SANTA FE SPORT,Blainville · QC,142676.0,16987.0
2018 Chevrolet,Cruze,Saint-Hubert · QC,80655.0,17999.0
2013 Mazda,MAZDA5,Pincourt · QC,136225.0,8499.0
2016 Hyundai,Sonata,Pincourt · QC,180981.0,10038.0
2021 Hyundai,Tucson,Saint-Hubert · QC,12801.0,26999.0
2018 Mazda,CX-5,Saint-Eustache · QC,109087.0,20222.0
2017 Nissan,Rogue,Saint-Jerome · QC,101133.0,15595.0
2019 Honda,Civic Coupe,Pincourt · QC,174555.0,14477.0
2020 Honda,Civic,Pincourt · QC,65369.0,21495.0
2022 Ram,1500,Brossard · QC,21512.0,57985.0
2021 Toyota,RAV4,Pincourt · QC,74681.0,29490.0
2021 Bmw,X7,Blainville · QC,65000.0,72900.0
2019 Volvo,S60,Saint-Hubert · QC,89440.0,26999.0
2018 Honda,CR-V,Pincourt · QC,61205.0,22995.0
2022 Ford,E-450,Saint-Eustache · QC,51000.0,45950.0
2020 Kia,Forte,Saint-Jerome · QC,85922.0,18285.0
2019 Kia,Soul EV,Saint-Hubert · QC,64000.0,16999.0
2023 Hyundai,Venue,Brossard · QC,74.0,26475.0
2021 Hyundai,Elantra,Saint-Hubert · QC,73062.0,22999.0
2021 Toyota,Corolla,Saint-Hubert · QC,83800.0,22999.0
2015 Infiniti,Qx60,Pincourt · QC,167970.0,15038.0
2023 Hyundai,Kona,Pincourt · QC,20974.0,26543.0
2020 Jeep,Wrangler,Saint-Eustache · QC,126889.0,39944.0
2023 Bmw,X3,Blainville · QC,7700.0,65789.0
2018 Hyundai,Elantra,Brossard · QC,138581.0,16475.0
2017 Dodge,Grand Caravan,Saint-Eustache · QC,75000.0,18997.0
2018 Nissan,Leaf,Pincourt · QC,112343.0,15298.0
2018 Ford,EcoSport,Saint-Jerome · QC,25617.0,18955.0
2021 Chevrolet,Bolt EV,Pincourt · QC,59166.0,26978.0
2021 Kia,Forte,Saint-Hubert · QC,80527.0,23499.0
2018 Tesla,Model 3,Pincourt · QC,110611.0,28798.0
2023 Chevrolet,Bolt EUV,Saint-Eustache · QC,12058.0,33994.0
2023 Mercedes-Benz,C-Class,Blainville · QC,2250.0,61950.0
2016 Toyota,RAV4,Pincourt · QC,98784.0,20990.0
2018 Cadillac,XT5,Blainville · QC,65805.0,27992.0
2023 Kia,Seltos,Saint-Jerome · QC,22234.0,32495.0
2019 Mitsubishi,Outlander PHEV,Saint-Hubert · QC,68968.0,25499.0
2021 Hyundai,Kona,Saint-Eustache · QC,57671.0,21997.0
2019 Mazda,CX-3,Granby · QC,43777.0,19988.0
2018 Chevrolet,Trax,Pincourt · QC,97140.0,16046.0
2022 Mercedes-Benz,GLA250,Laval · QC,64.0,53995.0
2021 Mercedes-Benz,A220,Laval · QC,24533.0,39995.0
2019 Audi,Q5,Pincourt · QC,98407.0,26298.0
2021 Hyundai,Tucson,Brossard · QC,55009.0,32795.0
2015 Audi,Q5,Saint-Hubert · QC,144146.0,14999.0
2022 Mazda,CX-30,Pincourt · QC,56295.0,26888.0
2018 Mazda,MX-5,Brossard · QC,23400.0,27775.0
2019 Nissan,Rogue,Saint-Eustache · QC,62962.0,24995.0
2016 Kia,Cadenza,Saint-Hubert · QC,95325.0,16499.0
2024 Toyota,4Runner,Montreal · QC,13.0,63791.0
2019 Gmc,Sierra 1500,Drummondville · QC,104210.0,34995.0
2018 Hyundai,SANTA FE SPORT,Saint-Hyacinthe · QC,142625.0,16694.0
2022 Chevrolet,2500,Saint-Hyacinthe · QC,28000.0,82993.0
2020 Kia,Niro EV,Saint-Jerome · QC,79439.0,26885.0
2021 Volkswagen,Golf,Saint-Hubert · QC,79184.0,24449.0
2020 Gmc,Savana,Saint-Hyacinthe · QC,54702.0,39894.0
2013 Nissan,Sentra,Saint-Hyacinthe · QC,198119.0,7994.0
2021 Toyota,C-HR,Saint-Hubert · QC,92142.0,24499.0
2023 Genesis,GV60,Brossard · QC,12593.0,69985.0
2021 Hyundai,Venue,Saint-Hubert · QC,84927.0,19999.0
2022 Jeep,Compass,Saint-Hubert · QC,84784.0,25499.0
2020 Nissan,Murano,Montreal · QC,34178.0,30900.0
2019 Ford,Fusion Energi,Saint-Eustache · QC,96149.0,21995.0
2020 Mercedes-Benz,C300,Laval · QC,98220.0,31495.0
2022 Ford,EDGE,Saint-Eustache · QC,39000.0,35450.0
2020 Kia,Forte5,Saint-Jerome · QC,59657.0,23995.0
2019 Lexus,Is,Granby · QC,45270.0,37988.0
2018 Toyota,RAV4,Pincourt · QC,106130.0,19990.0
2019 Honda,CR-V,Notre-Dame-des-Prairies · QC,34500.0,29849.0
2023 Honda,Civic,Pincourt · QC,11398.0,29995.0
2017 Gmc,Acadia,Pincourt · QC,126719.0,21980.0
2020 Volvo,XC60,Saint-Hubert · QC,55399.0,33999.0
2020 Honda,CR-V,Pincourt · QC,120163.0,24995.0
2021 Toyota,RAV4,Granby · QC,68762.0,31995.0
2021 Hyundai,Elantra,Saint-Hubert · QC,78675.0,22999.0
2021 Bmw,X5 M,Blainville · QC,61800.0,60950.0
2006 Ford,Mustang,Pincourt · QC,92699.0,17043.0
2022 Toyota,Corolla,Saint-Hubert · QC,59963.0,24499.0
2022 Toyota,Corolla Cross,Saint-Eustache · QC,13337.0,31333.0
2022 Toyota,Corolla,Pincourt · QC,29733.0,24990.0
2018 Hyundai,Sonata,Saint-Hubert · QC,94343.0,20999.0
2020 Dodge,Grand Caravan,Saint-Hubert · QC,81832.0,25949.0
2020 Honda,Passport,Saint-Hubert · QC,137039.0,31499.0
2021 Kia,Forte,Saint-Hubert · QC,85577.0,19999.0
2021 Ford,Bronco Sport,Saint-Hubert · QC,82941.0,26499.0
2021 Hyundai,Tucson,Saint-Eustache · QC,58323.0,22993.0
2022 Mercedes-Benz,GLC300,Laval · QC,3415.0,62995.0
2020 Toyota,Camry,Granby · QC,67707.0,27495.0
2017 Kia,Sorento,Granby · QC,130739.0,18984.0
2020 Ram,1500 Classic,Saint-Eustache · QC,60872.0,34495.0
2017 Kia,Niro,Saint-Hubert · QC,126041.0,16999.0
2018 Hyundai,Elantra Gt,Saint-Eustache · QC,95667.0,16997.0
2018 Toyota,Yaris Hatchback,Pincourt · QC,66198.0,16990.0
2021 Kia,Forte,Saint-Hubert · QC,77356.0,21999.0
2021 Toyota,Corolla Hatchback,Saint-Hubert · QC,71635.0,23949.0
2023 Mitsubishi,Eclipse Cross,Blainville · QC,16657.0,35992.0
2023 Toyota,Corolla Cross,Pincourt · QC,16049.0,33990.0
2019 Honda,Odyssey,Saint-Hubert · QC,97681.0,32499.0
2022 Honda,CR-V,Pincourt · QC,23266.0,30995.0
2016 Mitsubishi,Outlander,Blainville · QC,105344.0,17987.0
2020 Gmc,Terrain,Saint-Hubert · QC,112424.0,27999.0
2014 Honda,CR-V TOURING,Pincourt · QC,202000.0,11889.0
2022 Chevrolet,Bolt EV,Brossard · QC,9385.0,35485.0
2023 Genesis,GV60,Brossard · QC,29693.0,63985.0
2017 Volkswagen,Tiguan,Saint-Hubert · QC,123311.0,17999.0
2018 Hyundai,Kona,Blainville · QC,89335.0,17487.0
2020 Toyota,Prius Prime,Pincourt · QC,152654.0,20538.0
2020 Honda,CR-V,Pincourt · QC,40299.0,28995.0
2021 Bmw,X5,Blainville · QC,74800.0,56950.0
2017 Nissan,Qashqai,Saint-Hubert · QC,97987.0,16999.0
2017 Mitsubishi,Outlander,Blainville · QC,118000.0,18950.0
2021 Volkswagen,Passat,Pincourt · QC,86269.0,20990.0
2018 Volkswagen,Golf R,Granby · QC,141285.0,28988.0
2020 Bmw,X5,Blainville · QC,56100.0,53950.0
2016 Hyundai,Elantra,Saint-Jerome · QC,139011.0,11955.0
2024 Toyota,Corolla,Montreal · QC,13.0,31581.0
2020 Kia,Forte,Saint-Hubert · QC,83506.0,19999.0
2024 Toyota,BZ4X,Montreal · QC,13.0,45997.0
2022 Cadillac,Escalade,Pincourt · QC,40875.0,95036.0
2022 Bmw,3 Series,Blainville · QC,19750.0,61950.0
2019 Kia,Rio 5-door,Saint-Jerome · QC,72179.0,18985.0
2020 Chevrolet,Bolt EV,Saint-Hubert · QC,60693.0,22499.0
2018 Kia,Sorento,Saint-Jerome · QC,111989.0,22985.0
2019 Ford,F-150,Saint-Eustache · QC,77000.0,33850.0
2021 Mazda,CX-5,Pincourt · QC,81682.0,26977.0
2014 Mazda,CX-5,Pincourt · QC,182804.0,12499.0
2016 Mazda,CX-5,Pincourt · QC,110675.0,12499.0
2020 Mitsubishi,RVR,Blainville · QC,102909.0,17792.0
2022 Kia,EV6,Saint-Hubert · QC,12542.0,41949.0
2021 Hyundai,Tucson,Blainville · QC,84260.0,20987.0
2019 Hyundai,Ioniq Electric,Saint-Hubert · QC,58307.0,20999.0
2020 Bmw,X3,Blainville · QC,89000.0,33450.0
2019 Mini,3 Door,Blainville · QC,63262.0,17992.0
2019 Chevrolet,Equinox,Saint-Eustache · QC,129500.0,24995.0
2018 Audi,A4,Saint-Hubert · QC,81038.0,25949.0
2022 Honda,Civic Sedan,Saint-Hubert · QC,71470.0,24999.0
2021 Mazda,CX-5,Pincourt · QC,91885.0,24277.0
2021 Hyundai,Venue,Saint-Hubert · QC,91915.0,20499.0
2021 Hyundai,Sonata,Saint-Hubert · QC,88032.0,21999.0
2017 Hyundai,Tucson,Blainville · QC,71238.0,18987.0
2021 Mazda,CX-3,Saint-Hubert · QC,92022.0,23499.0
2012 Chevrolet,Corvette,Saint-Hyacinthe · QC,74000.0,53495.0
2019 Ford,ESCAPE SE,Pincourt · QC,137438.0,16937.0
2021 Volvo,S90,Saint-Hubert · QC,46164.0,35499.0
2022 Toyota,RAV4,Saint-Hubert · QC,56442.0,31999.0
2020 Mazda,CX-5,Pincourt · QC,55126.0,25038.0
2020 Bmw,X3,Blainville · QC,60000.0,35950.0
2018 Acura,ILX,Brossard · QC,72782.0,20985.0
2018 Toyota,RAV4,Pincourt · QC,79041.0,22038.0
2024 Toyota,BZ4X,Montreal · QC,13.0,40997.0
2016 Nissan,Murano,Saint-Hubert · QC,108464.0,19449.0
2018 Kia,Sportage,Saint-Hubert · QC,49582.0,23999.0
2019 Chevrolet,Silverado 1500,Saint-Eustache · QC,114741.0,39444.0
2021 Nissan,Maxima,Saint-Hubert · QC,83675.0,28949.0
2019 Toyota,Yaris Hatchback,Granby · QC,40097.0,19995.0
2020 Honda,CR-V,Granby · QC,56844.0,26995.0
2018 Audi,Q7,Saint-Hubert · QC,146489.0,26999.0
2014 Ford,Escape,Saint-Eustache · QC,134000.0,12850.0
2020 Bmw,X3,Blainville · QC,74500.0,35950.0
2021 Hyundai,Elantra,Brossard · QC,19548.0,24475.0
2010 Honda,CR-V,Granby · QC,217975.0,7995.0
2019 Nissan,Kicks,Saint-Hubert · QC,112070.0,19449.0
2018 Mercedes-Benz,E Class,Brossard · QC,70801.0,45985.0
2021 Honda,CR-V,Notre-Dame-des-Prairies · QC,75000.0,28749.0
2022 Gmc,Sierra 1500 Limited,Drummondville · QC,15398.0,54995.0
2021 Ford,F-150,Saint-Jerome · QC,59082.0,49955.0
2021 Toyota,RAV4,Montreal · QC,76425.0,28900.0
2023 Hyundai,Kona,Brossard · QC,10300.0,31985.0
2018 Chevrolet,Equinox,Pincourt · QC,79091.0,18482.0
2023 Chevrolet,Tahoe,Saint-Hyacinthe · QC,11600.0,67994.0
2020 Nissan,Murano,Pincourt · QC,52945.0,26990.0
2016 Volkswagen,Jetta,Saint-Hubert · QC,85445.0,16999.0
2020 Hyundai,Santa Fe,Saint-Eustache · QC,53210.0,30997.0
2021 Toyota,RAV4,Saint-Hubert · QC,92984.0,28499.0
2017 Kia,Sportage,Saint-Hubert · QC,84945.0,21499.0
2023 Toyota,VENZA HYBRID,Montreal · QC,13738.0,56658.0
2012 Hyundai,Elantra Touring,Brossard · QC,73224.0,6985.0
2024 Toyota,BZ4X,Montreal · QC,13.0,41252.0
2020 Kia,Niro EV,Saint-Jerome · QC,51682.0,30985.0
2023 Genesis,Electrified GV70,Brossard · QC,7455.0,77775.0
2010 Kia,Forte,Saint-Hyacinthe · QC,258000.0,3894.0
2019 Volkswagen,Golf,Saint-Hubert · QC,69099.0,20499.0
2018 Toyota,Sienna,Pincourt · QC,108574.0,31038.0
2020 Ford,F-150,Saint-Jerome · QC,46554.0,38955.0
2018 Kia,Forte,Saint-Jerome · QC,87400.0,14595.0
2016 Fiat,500,Granby · QC,61300.0,12988.0
2017 Kia,Rio,Saint-Hubert · QC,52907.0,15999.0
2021 Kia,Rio 5-door,Saint-Eustache · QC,91095.0,20995.0
2021 Toyota,Corolla,Granby · QC,32890.0,22995.0
2020 Subaru,Impreza,Saint-Eustache · QC,81428.0,23995.0
2020 Toyota,RAV4,Saint-Hubert · QC,125194.0,25499.0
2020 Kia,Forte,Saint-Hubert · QC,11242.0,20299.0
2019 Honda,Civic,Pincourt · QC,90396.0,18495.0
2017 Kia,Forte,Saint-Hubert · QC,84178.0,15499.0
2021 Gmc,Terrain,Saint-Hyacinthe · QC,44793.0,26994.0
2022 Hyundai,Kona Electric,Saint-Eustache · QC,47981.0,29997.0
2019 Gmc,Sierra 1500,Granby · QC,80279.0,44988.0
2022 Kia,Seltos,Saint-Jerome · QC,27164.0,27995.0
2018 Kia,Sorento,Saint-Eustache · QC,151976.0,18994.0
2017 Lincoln,MKC,Brossard · QC,82363.0,21785.0
2021 Hyundai,Elantra,Brossard · QC,43800.0,26485.0
2021 Toyota,RAV4,Granby · QC,54794.0,31495.0
2024 Toyota,4Runner,Montreal · QC,17.0,60751.0
2012 Cadillac,SRX,Pincourt · QC,139349.0,12036.0
2020 Kia,Stinger,Saint-Jerome · QC,65141.0,36495.0
2019 Honda,CR-V,Pincourt · QC,64711.0,24695.0
2018 Buick,Encore,Saint-Hubert · QC,111023.0,18499.0
2021 Chevrolet,TRAILBLAZER LT,Pincourt · QC,65750.0,23937.0
2017 Ford,Escape,Pincourt · QC,155269.0,13477.0
2021 Hyundai,Kona Electric,Saint-Jerome · QC,37995.0,30495.0
2022 Chevrolet,Silverado 1500,Pincourt · QC,39376.0,55093.0
2020 Acura,MDX,Pincourt · QC,69195.0,35043.0
2020 Hyundai,Elantra,Pincourt · QC,61001.0,18990.0
2021 Hyundai,Kona Electric,Saint-Jerome · QC,56686.0,26895.0
2019 Hyundai,Santa Fe,Brossard · QC,33859.0,32785.0
2022 Genesis,G70,Brossard · QC,33460.0,44975.0
2021 Toyota,Corolla Hatchback,Saint-Hubert · QC,79174.0,22999.0
2019 Mazda,Mazda3,Saint-Hubert · QC,88115.0,20949.0
2018 Mercedes-Benz,GLA,Saint-Hubert · QC,100776.0,23999.0
2016 Kia,Rio,Pincourt · QC,123315.0,8699.0
2020 Kia,Soul,Saint-Hubert · QC,56717.0,19499.0
2022 Hyundai,Santa Fe,Brossard · QC,25317.0,36455.0
2019 Hyundai,Kona Electric,Notre-Dame-des-Prairies · QC,71000.0,25849.0
2016 Kia,Rio,Blainville · QC,108149.0,8688.0
2018 Gmc,Terrain,Pincourt · QC,32500.0,24931.0
2020 Nissan,Sentra,Saint-Hubert · QC,69785.0,19999.0
2019 Cadillac,XT5,Saint-Hubert · QC,96752.0,28949.0
2021 Toyota,RAV4,Pincourt · QC,96911.0,28338.0
2014 Audi,A5,Brossard · QC,167635.0,13985.0
2020 Volkswagen,Tiguan,Saint-Hubert · QC,44700.0,26999.0
2018 Ford,FOCUS,Saint-Hubert · QC,156141.0,14949.0
2016 Toyota,Prius,Montreal · QC,62160.0,20900.0
2020 Mazda,CX-30,Pincourt · QC,38100.0,23277.0
2020 Lincoln,Corsair,Saint-Hubert · QC,89737.0,28299.0
2021 Toyota,RAV4,Saint-Hubert · QC,81800.0,30449.0
2022 Mitsubishi,Outlander,Blainville · QC,18904.0,36492.0
2020 Nissan,Kicks,Saint-Eustache · QC,94456.0,16998.0
2016 Mazda,MAZDA6,Pincourt · QC,120015.0,15977.0
2016 Mini,Cooper Clubman,Pincourt · QC,137700.0,13798.0
2021 Ford,Ranger,Saint-Hubert · QC,22676.0,38999.0
2017 Ford,Escape,Pincourt · QC,121000.0,13798.0
2018 Buick,Encore,Saint-Hubert · QC,99239.0,20449.0
2021 Nissan,Qashqai,Granby · QC,33098.0,23988.0
2018 Audi,Q3,Pincourt · QC,67000.0,21798.0
2020 Subaru,Wrx,Saint-Hubert · QC,62717.0,26499.0
2019 Honda,CR-V,Pincourt · QC,128971.0,22995.0
2016 Tesla,Model S,Blainville · QC,91707.0,39987.0
2017 Subaru,Impreza,Blainville · QC,127637.0,15987.0
2022 Ford,F-150,Saint-Jerome · QC,49963.0,46955.0
2021 Kia,Seltos,Saint-Hubert · QC,50767.0,23999.0
2022 Toyota,Tundra,Granby · QC,53955.0,55995.0
2021 Chevrolet,Silverado 1500,Granby · QC,79025.0,51988.0
2019 Mazda,CX-5,Brossard · QC,99409.0,23485.0
2018 Mitsubishi,Eclipse Cross,Blainville · QC,49882.0,21492.0
2017 Dodge,Grand Caravan,Saint-Hubert · QC,113923.0,20449.0
2017 Dodge,Grand Caravan,Saint-Hubert · QC,78972.0,21499.0
2024 Nissan,Versa,Saint-Hubert · QC,2319.0,23499.0
2018 Jeep,Grand Cherokee,Saint-Hubert · QC,108921.0,28449.0
2022 Bmw,X5,Blainville · QC,45000.0,74550.0
2020 Ford,Transit,Saint-Eustache · QC,92000.0,42950.0
2020 Toyota,RAV4 Hybrid,Granby · QC,61791.0,37995.0
2022 Kia,Stinger,Saint-Jerome · QC,28232.0,47495.0
2022 Gmc,Sierra 1500,Pincourt · QC,78805.0,55272.0
2012 Toyota,Venza AWD,Pincourt · QC,142000.0,12888.0
2016 Ford,Mustang,Pincourt · QC,160010.0,24543.0
2018 Jeep,Grand Cherokee,Saint-Hubert · QC,104681.0,28499.0
2018 Hyundai,Elantra,Brossard · QC,158000.0,13985.0
2017 Kia,Sorento,Brossard · QC,142870.0,18485.0
2017 Volkswagen,Jetta Sedan,Saint-Hubert · QC,103802.0,14999.0
2019 Mini,COUNTRYMAN,Brossard · QC,45057.0,25787.0
2023 Genesis,Electrified GV70,Brossard · QC,2725.0,78985.0
2008 Toyota,Matrix,Pincourt · QC,299999.0,2888.0
2021 Mercedes-Benz,GLB250,Laval · QC,23885.0,42995.0
2021 Nissan,Rogue,Blainville · QC,36635.0,30987.0
2020 Mitsubishi,RVR,Blainville · QC,50786.0,20742.0
2021 Dodge,Charger,Brossard · QC,36103.0,48985.0
2012 Hyundai,Elantra,Pincourt · QC,142304.0,7038.0
2019 Mitsubishi,Eclipse Cross,Blainville · QC,86040.0,19841.0
2024 Bmw,X3,Blainville · QC,3075.0,69742.0
2016 Mazda,CX-5,Pincourt · QC,100500.0,18977.0
2016 Nissan,Micra,Granby · QC,105111.0,9995.0
2020 Bmw,X4 M,Granby · QC,54209.0,68988.0
2019 Nissan,Micra,Saint-Hubert · QC,31610.0,19449.0
2021 Kia,Forte,Saint-Hubert · QC,106708.0,20499.0
2020 Nissan,Rogue,Pincourt · QC,40138.0,19697.0
2015 Hyundai,Elantra,Saint-Eustache · QC,64296.0,11994.0
2017 Toyota,Highlander,Granby · QC,76248.0,31988.0
2019 Nissan,Kicks,Saint-Jerome · QC,30772.0,20485.0
2022 Volkswagen,Taos,Saint-Hubert · QC,49774.0,31499.0
2018 Honda,Civic,Pincourt · QC,40517.0,21695.0
2019 Bmw,X2,Saint-Hubert · QC,127612.0,25499.0
2020 Toyota,Corolla,Montreal · QC,38428.0,21900.0
2021 Ford,Escape,Pincourt · QC,51835.0,26043.0
2020 Gmc,Acadia,Brossard · QC,76867.0,28985.0
2016 Mazda,CX-3,Saint-Eustache · QC,97312.0,15777.0
2019 Hyundai,Ioniq Electric,Brossard · QC,50396.0,24495.0
2021 Hyundai,Venue,Saint-Hubert · QC,87347.0,19999.0
2021 Kia,Sportage,Saint-Jerome · QC,98945.0,21485.0
